nameOrig,month,monthly_income,monthly_expense,savings,savings_rate,expense_income_ratio,transfer_ratio,stress_score,stress_category
C100560967,5,0.0,17892.22,-17892.22,0.0,0.0,1.0,6,Severe Stress
C1005609790,1,0.0,882474.72,-882474.72,0.0,0.0,1.0,6,Severe Stress
C1005612333,12,0.0,1392711.21,-1392711.21,0.0,0.0,1.0,6,Severe Stress
C1005633688,10,0.0,1365653.36,-1365653.36,0.0,0.0,1.0,6,Severe Stress
C1005634092,10,0.0,1657863.8,-1657863.8,0.0,0.0,1.0,6,Severe Stress
C1005634351,1,0.0,628686.5,-628686.5,0.0,0.0,1.0,6,Severe Stress
C1005636832,11,0.0,793670.15,-793670.15,0.0,0.0,1.0,6,Severe Stress
C1005637016,5,0.0,1803331.37,-1803331.37,0.0,0.0,1.0,6,Severe Stress
C1005637083,5,0.0,2258718.42,-2258718.42,0.0,0.0,1.0,6,Severe Stress
C1005637087,5,0.0,645217.42,-645217.42,0.0,0.0,1.0,6,Severe Stress
C1005639281,6,0.0,1045991.89,-1045991.89,0.0,0.0,1.0,6,Severe Stress
C100564012,5,0.0,220099.79,-220099.79,0.0,0.0,1.0,6,Severe Stress
C1005641598,19,0.0,76293.12,-76293.12,0.0,0.0,1.0,6,Severe Stress
C1005642368,7,0.0,1031602.74,-1031602.74,0.0,0.0,1.0,6,Severe Stress
C1005653213,12,0.0,818563.88,-818563.88,0.0,0.0,1.0,6,Severe Stress
C1005656177,12,0.0,680795.4,-680795.4,0.0,0.0,1.0,6,Severe Stress
C100565858,14,0.0,256092.49,-256092.49,0.0,0.0,1.0,6,Severe Stress
C1005664380,2,0.0,246114.52,-246114.52,0.0,0.0,1.0,6,Severe Stress
C1005666434,13,0.0,389482.17,-389482.17,0.0,0.0,1.0,6,Severe Stress
C1005670257,6,0.0,525413.33,-525413.33,0.0,0.0,1.0,6,Severe Stress
C1005674664,12,0.0,34560.91,-34560.91,0.0,0.0,1.0,6,Severe Stress
C1005679182,20,0.0,330613.7,-330613.7,0.0,0.0,1.0,6,Severe Stress
C1005679213,8,0.0,247471.93,-247471.93,0.0,0.0,1.0,6,Severe Stress
C1005679527,6,0.0,708894.25,-708894.25,0.0,0.0,1.0,6,Severe Stress
C1005680858,11,0.0,1126291.99,-1126291.99,0.0,0.0,1.0,6,Severe Stress
C1005683382,14,0.0,502660.95,-502660.95,0.0,0.0,1.0,6,Severe Stress
C1005686811,7,0.0,653771.23,-653771.23,0.0,0.0,1.0,6,Severe Stress
C1005693069,12,0.0,1098974.87,-1098974.87,0.0,0.0,1.0,6,Severe Stress
C1005694884,5,0.0,655332.9,-655332.9,0.0,0.0,1.0,6,Severe Stress
C1005697883,10,0.0,281129.29,-281129.29,0.0,0.0,1.0,6,Severe Stress
C1005700772,13,0.0,3129952.75,-3129952.75,0.0,0.0,1.0,6,Severe Stress
C1005704763,6,0.0,1195146.73,-1195146.73,0.0,0.0,1.0,6,Severe Stress
C1005705553,14,0.0,587054.11,-587054.11,0.0,0.0,1.0,6,Severe Stress
C1005707360,1,0.0,929543.53,-929543.53,0.0,0.0,1.0,6,Severe Stress
C1005712083,10,0.0,173111.87,-173111.87,0.0,0.0,1.0,6,Severe Stress
C1005717870,15,0.0,241820.11,-241820.11,0.0,0.0,1.0,6,Severe Stress
C1005718287,5,0.0,774745.52,-774745.52,0.0,0.0,1.0,6,Severe Stress
C1005727445,1,0.0,759636.43,-759636.43,0.0,0.0,1.0,6,Severe Stress
C100572986,7,0.0,186527.54,-186527.54,0.0,0.0,1.0,6,Severe Stress
C1005734680,8,0.0,802339.57,-802339.57,0.0,0.0,1.0,6,Severe Stress
C1005738687,2,0.0,678966.43,-678966.43,0.0,0.0,1.0,6,Severe Stress
C1005742901,2,0.0,819414.2,-819414.2,0.0,0.0,1.0,6,Severe Stress
C1005747817,6,0.0,53878.73,-53878.73,0.0,0.0,1.0,6,Severe Stress
C1005751342,2,0.0,545277.93,-545277.93,0.0,0.0,1.0,6,Severe Stress
C1005752081,7,0.0,85575.28,-85575.28,0.0,0.0,1.0,6,Severe Stress
C100575454,7,0.0,31013.74,-31013.74,0.0,0.0,1.0,6,Severe Stress
C1005755129,5,0.0,252140.94,-252140.94,0.0,0.0,1.0,6,Severe Stress
C100575523,10,0.0,155943.85,-155943.85,0.0,0.0,1.0,6,Severe Stress
C1005759918,20,0.0,706408.07,-706408.07,0.0,0.0,1.0,6,Severe Stress
C1005763205,7,0.0,1442698.73,-1442698.73,0.0,0.0,1.0,6,Severe Stress
C1005765391,11,0.0,960978.34,-960978.34,0.0,0.0,1.0,6,Severe Stress
C1005765710,7,0.0,3905.67,-3905.67,0.0,0.0,1.0,6,Severe Stress
C1005766969,18,0.0,187831.19,-187831.19,0.0,0.0,1.0,6,Severe Stress
C1005768373,19,0.0,875535.66,-875535.66,0.0,0.0,1.0,6,Severe Stress
C1005769288,12,0.0,110111.39,-110111.39,0.0,0.0,1.0,6,Severe Stress
C1005771513,1,0.0,779260.39,-779260.39,0.0,0.0,1.0,6,Severe Stress
C1005777831,5,0.0,360106.12,-360106.12,0.0,0.0,1.0,6,Severe Stress
C1005780578,11,0.0,140322.51,-140322.51,0.0,0.0,1.0,6,Severe Stress
C1005783545,11,0.0,694816.61,-694816.61,0.0,0.0,1.0,6,Severe Stress
C1005789434,6,0.0,67344.84,-67344.84,0.0,0.0,1.0,6,Severe Stress
C1005790505,7,0.0,835314.4,-835314.4,0.0,0.0,1.0,6,Severe Stress
C1005793918,13,0.0,709840.05,-709840.05,0.0,0.0,1.0,6,Severe Stress
C1005803625,1,0.0,726176.77,-726176.77,0.0,0.0,1.0,6,Severe Stress
C1005810543,6,0.0,425410.66,-425410.66,0.0,0.0,1.0,6,Severe Stress
C1005811013,12,0.0,346695.06,-346695.06,0.0,0.0,1.0,6,Severe Stress
C1005811889,13,0.0,179725.81,-179725.81,0.0,0.0,1.0,6,Severe Stress
C1005813028,9,0.0,917672.21,-917672.21,0.0,0.0,1.0,6,Severe Stress
C1005818743,1,0.0,724112.12,-724112.12,0.0,0.0,1.0,6,Severe Stress
C1005822401,10,0.0,645121.07,-645121.07,0.0,0.0,1.0,6,Severe Stress
C1005823851,22,0.0,68097.33,-68097.33,0.0,0.0,1.0,6,Severe Stress
C1005825045,8,0.0,371296.32,-371296.32,0.0,0.0,1.0,6,Severe Stress
C100583170,14,0.0,138166.75,-138166.75,0.0,0.0,1.0,6,Severe Stress
C1005836901,11,0.0,30693.56,-30693.56,0.0,0.0,1.0,6,Severe Stress
C1005842239,10,0.0,187137.66,-187137.66,0.0,0.0,1.0,6,Severe Stress
C1005844044,1,0.0,338858.3,-338858.3,0.0,0.0,1.0,6,Severe Stress
C100584891,9,0.0,312226.75,-312226.75,0.0,0.0,1.0,6,Severe Stress
C100584956,10,0.0,2224795.22,-2224795.22,0.0,0.0,1.0,6,Severe Stress
C1005853846,17,0.0,293865.06,-293865.06,0.0,0.0,1.0,6,Severe Stress
C1005854531,1,0.0,220548.03,-220548.03,0.0,0.0,1.0,6,Severe Stress
C1005856233,7,0.0,270408.6,-270408.6,0.0,0.0,1.0,6,Severe Stress
C1005867143,2,0.0,2556611.45,-2556611.45,0.0,0.0,1.0,6,Severe Stress
C1005868632,7,0.0,209848.46,-209848.46,0.0,0.0,1.0,6,Severe Stress
C1005870889,6,0.0,1379809.76,-1379809.76,0.0,0.0,1.0,6,Severe Stress
C1005878352,8,0.0,2563969.79,-2563969.79,0.0,0.0,1.0,6,Severe Stress
C1005879526,9,0.0,906957.71,-906957.71,0.0,0.0,1.0,6,Severe Stress
C1005880674,12,0.0,441576.21,-441576.21,0.0,0.0,1.0,6,Severe Stress
C1005886641,22,0.0,462302.03,-462302.03,0.0,0.0,1.0,6,Severe Stress
C1005894589,11,0.0,2755784.38,-2755784.38,0.0,0.0,1.0,6,Severe Stress
C1005895168,14,0.0,296616.37,-296616.37,0.0,0.0,1.0,6,Severe Stress
C1005901099,8,0.0,1384706.25,-1384706.25,0.0,0.0,1.0,6,Severe Stress
C1005902663,13,0.0,140220.96,-140220.96,0.0,0.0,1.0,6,Severe Stress
C1005904410,12,0.0,80317.67,-80317.67,0.0,0.0,1.0,6,Severe Stress
C100591105,6,0.0,295809.08,-295809.08,0.0,0.0,1.0,6,Severe Stress
C1005913405,13,0.0,43801.82,-43801.82,0.0,0.0,1.0,6,Severe Stress
C1005914543,1,0.0,1434535.5,-1434535.5,0.0,0.0,1.0,6,Severe Stress
C1005922901,13,0.0,2630734.42,-2630734.42,0.0,0.0,1.0,6,Severe Stress
C1005925400,11,0.0,881735.78,-881735.78,0.0,0.0,1.0,6,Severe Stress
C1005927829,7,0.0,647118.24,-647118.24,0.0,0.0,1.0,6,Severe Stress
C1005928079,1,0.0,1514327.35,-1514327.35,0.0,0.0,1.0,6,Severe Stress
C1005928967,7,0.0,452041.1,-452041.1,0.0,0.0,1.0,6,Severe Stress
C1005933922,12,0.0,630579.37,-630579.37,0.0,0.0,1.0,6,Severe Stress
C1005942152,14,0.0,899375.11,-899375.11,0.0,0.0,1.0,6,Severe Stress
C1005943262,7,0.0,153583.76,-153583.76,0.0,0.0,1.0,6,Severe Stress
C1005947500,2,0.0,540483.27,-540483.27,0.0,0.0,1.0,6,Severe Stress
C1005948689,7,0.0,135933.11,-135933.11,0.0,0.0,1.0,6,Severe Stress
C100595002,6,0.0,52684.76,-52684.76,0.0,0.0,1.0,6,Severe Stress
C1005950098,7,0.0,209538.64,-209538.64,0.0,0.0,1.0,6,Severe Stress
C1005952722,5,0.0,118048.3,-118048.3,0.0,0.0,1.0,6,Severe Stress
C1005962323,2,0.0,342495.88,-342495.88,0.0,0.0,1.0,6,Severe Stress
C1005966168,12,0.0,1087300.49,-1087300.49,0.0,0.0,1.0,6,Severe Stress
C100597264,17,0.0,228563.86,-228563.86,0.0,0.0,1.0,6,Severe Stress
C1005995409,8,0.0,1125600.66,-1125600.66,0.0,0.0,1.0,6,Severe Stress
C1005998716,9,0.0,303176.83,-303176.83,0.0,0.0,1.0,6,Severe Stress
C1006000352,12,0.0,990941.97,-990941.97,0.0,0.0,1.0,6,Severe Stress
C1006004571,2,0.0,1576066.11,-1576066.11,0.0,0.0,1.0,6,Severe Stress
C1006006494,7,0.0,46172.16,-46172.16,0.0,0.0,1.0,6,Severe Stress
C1006007437,24,0.0,98396.2,-98396.2,0.0,0.0,1.0,6,Severe Stress
C1006007752,14,0.0,146610.1,-146610.1,0.0,0.0,1.0,6,Severe Stress
C1006008822,7,0.0,426419.5,-426419.5,0.0,0.0,1.0,6,Severe Stress
C1006012924,7,0.0,622632.21,-622632.21,0.0,0.0,1.0,6,Severe Stress
C1006014928,8,0.0,26288.49,-26288.49,0.0,0.0,1.0,6,Severe Stress
C1006020231,2,0.0,88134.24,-88134.24,0.0,0.0,1.0,6,Severe Stress
C1006025333,10,0.0,396773.4,-396773.4,0.0,0.0,1.0,6,Severe Stress
C1006025394,8,0.0,73927.5,-73927.5,0.0,0.0,1.0,6,Severe Stress
C1006025995,2,0.0,563044.41,-563044.41,0.0,0.0,1.0,6,Severe Stress
C1006026677,9,0.0,374254.9,-374254.9,0.0,0.0,1.0,6,Severe Stress
C1006027775,13,0.0,1933741.22,-1933741.22,0.0,0.0,1.0,6,Severe Stress
C1006034010,5,0.0,64758.35,-64758.35,0.0,0.0,1.0,6,Severe Stress
C1006045576,12,0.0,215646.3,-215646.3,0.0,0.0,1.0,6,Severe Stress
C1006046387,18,0.0,2166113.78,-2166113.78,0.0,0.0,1.0,6,Severe Stress
C1006056115,10,0.0,329705.45,-329705.45,0.0,0.0,1.0,6,Severe Stress
C1006062230,1,0.0,208027.32,-208027.32,0.0,0.0,1.0,6,Severe Stress
C1006069167,10,0.0,537327.22,-537327.22,0.0,0.0,1.0,6,Severe Stress
C1006071508,11,0.0,1055628.31,-1055628.31,0.0,0.0,1.0,6,Severe Stress
C1006085206,11,0.0,395841.53,-395841.53,0.0,0.0,1.0,6,Severe Stress
C1006086837,7,0.0,266555.56,-266555.56,0.0,0.0,1.0,6,Severe Stress
C1006090492,14,0.0,2354612.41,-2354612.41,0.0,0.0,1.0,6,Severe Stress
C1006096447,8,0.0,463402.26,-463402.26,0.0,0.0,1.0,6,Severe Stress
C1006097086,11,0.0,1708255.26,-1708255.26,0.0,0.0,1.0,6,Severe Stress
C1006098938,2,0.0,592051.38,-592051.38,0.0,0.0,1.0,6,Severe Stress
C1006102146,18,0.0,298989.48,-298989.48,0.0,0.0,1.0,6,Severe Stress
C1006116333,11,0.0,1024965.99,-1024965.99,0.0,0.0,1.0,6,Severe Stress
C1006116756,11,0.0,3505851.24,-3505851.24,0.0,0.0,1.0,6,Severe Stress
C1006119518,13,0.0,533258.99,-533258.99,0.0,0.0,1.0,6,Severe Stress
C100612036,1,0.0,465783.93,-465783.93,0.0,0.0,1.0,6,Severe Stress
C1006122032,11,0.0,551573.0,-551573.0,0.0,0.0,1.0,6,Severe Stress
C1006123242,7,0.0,669208.39,-669208.39,0.0,0.0,1.0,6,Severe Stress
C1006125616,9,0.0,191703.44,-191703.44,0.0,0.0,1.0,6,Severe Stress
C1006134238,14,0.0,234719.53,-234719.53,0.0,0.0,1.0,6,Severe Stress
C1006140772,14,0.0,278343.06,-278343.06,0.0,0.0,1.0,6,Severe Stress
C1006142153,11,0.0,787699.35,-787699.35,0.0,0.0,1.0,6,Severe Stress
C1006142407,14,0.0,201367.95,-201367.95,0.0,0.0,1.0,6,Severe Stress
C1006144318,8,0.0,498025.28,-498025.28,0.0,0.0,1.0,6,Severe Stress
C1006145439,7,0.0,284129.23,-284129.23,0.0,0.0,1.0,6,Severe Stress
C1006152476,8,0.0,222356.51,-222356.51,0.0,0.0,1.0,6,Severe Stress
C1006153589,6,0.0,204304.92,-204304.92,0.0,0.0,1.0,6,Severe Stress
C1006153737,9,0.0,888457.18,-888457.18,0.0,0.0,1.0,6,Severe Stress
C1006156345,9,0.0,164845.72,-164845.72,0.0,0.0,1.0,6,Severe Stress
C1006158653,9,0.0,584968.52,-584968.52,0.0,0.0,1.0,6,Severe Stress
C1006159331,2,0.0,1037976.74,-1037976.74,0.0,0.0,1.0,6,Severe Stress
C1006171212,14,0.0,123870.43,-123870.43,0.0,0.0,1.0,6,Severe Stress
C1006174786,9,0.0,141651.78,-141651.78,0.0,0.0,1.0,6,Severe Stress
C1006181810,14,0.0,865003.98,-865003.98,0.0,0.0,1.0,6,Severe Stress
C1006182512,13,0.0,477794.5,-477794.5,0.0,0.0,1.0,6,Severe Stress
C1006210369,11,0.0,723849.09,-723849.09,0.0,0.0,1.0,6,Severe Stress
C1006211547,11,0.0,402234.09,-402234.09,0.0,0.0,1.0,6,Severe Stress
C1006212635,8,0.0,1504751.89,-1504751.89,0.0,0.0,1.0,6,Severe Stress
C1006214277,10,0.0,438711.56,-438711.56,0.0,0.0,1.0,6,Severe Stress
C1006216255,6,0.0,274843.42,-274843.42,0.0,0.0,1.0,6,Severe Stress
C1006216844,6,0.0,1341596.19,-1341596.19,0.0,0.0,1.0,6,Severe Stress
C100621883,1,0.0,2651575.81,-2651575.81,0.0,0.0,1.0,6,Severe Stress
C1006229316,7,0.0,18862.49,-18862.49,0.0,0.0,1.0,6,Severe Stress
C1006234534,7,0.0,218114.73,-218114.73,0.0,0.0,1.0,6,Severe Stress
C1006247692,7,0.0,583652.12,-583652.12,0.0,0.0,1.0,6,Severe Stress
C1006249123,1,0.0,1427332.88,-1427332.88,0.0,0.0,1.0,6,Severe Stress
C1006255081,6,0.0,269245.33,-269245.33,0.0,0.0,1.0,6,Severe Stress
C1006259350,13,0.0,637820.81,-637820.81,0.0,0.0,1.0,6,Severe Stress
C1006259619,14,0.0,523665.26,-523665.26,0.0,0.0,1.0,6,Severe Stress
C100626995,12,0.0,23230.48,-23230.48,0.0,0.0,1.0,6,Severe Stress
C1006272421,6,0.0,1593310.72,-1593310.72,0.0,0.0,1.0,6,Severe Stress
C1006276812,19,0.0,148271.84,-148271.84,0.0,0.0,1.0,6,Severe Stress
C1006277778,4,0.0,222262.45,-222262.45,0.0,0.0,1.0,6,Severe Stress
C1006281976,14,0.0,869406.55,-869406.55,0.0,0.0,1.0,6,Severe Stress
C10062821,2,0.0,244009.95,-244009.95,0.0,0.0,1.0,6,Severe Stress
C100628485,1,0.0,822537.96,-822537.96,0.0,0.0,1.0,6,Severe Stress
C1006289983,9,0.0,290810.74,-290810.74,0.0,0.0,1.0,6,Severe Stress
C100629143,13,0.0,579465.11,-579465.11,0.0,0.0,1.0,6,Severe Stress
C1006292268,7,0.0,593626.03,-593626.03,0.0,0.0,1.0,6,Severe Stress
C1006294778,2,0.0,699409.79,-699409.79,0.0,0.0,1.0,6,Severe Stress
C100630189,14,0.0,348081.25,-348081.25,0.0,0.0,1.0,6,Severe Stress
C1006328482,22,0.0,5473907.89,-5473907.89,0.0,0.0,1.0,6,Severe Stress
C1006332287,7,0.0,148544.72,-148544.72,0.0,0.0,1.0,6,Severe Stress
C1006344017,11,0.0,289442.87,-289442.87,0.0,0.0,1.0,6,Severe Stress
C1006347820,14,0.0,1571297.63,-1571297.63,0.0,0.0,1.0,6,Severe Stress
C1006350278,1,0.0,45771.75,-45771.75,0.0,0.0,1.0,6,Severe Stress
C1006352278,5,0.0,2688756.25,-2688756.25,0.0,0.0,1.0,6,Severe Stress
C1006354758,5,0.0,8108.45,-8108.45,0.0,0.0,1.0,6,Severe Stress
C1006356433,7,0.0,251124.91,-251124.91,0.0,0.0,1.0,6,Severe Stress
C1006358179,14,0.0,1560828.49,-1560828.49,0.0,0.0,1.0,6,Severe Stress
C1006364583,8,0.0,738126.93,-738126.93,0.0,0.0,1.0,6,Severe Stress
C1006366912,6,0.0,478339.71,-478339.71,0.0,0.0,1.0,6,Severe Stress
C1006368010,2,0.0,242936.94,-242936.94,0.0,0.0,1.0,6,Severe Stress
C100636969,13,0.0,42225.56,-42225.56,0.0,0.0,1.0,6,Severe Stress
C1006385938,7,0.0,59665.4,-59665.4,0.0,0.0,1.0,6,Severe Stress
C1006393187,11,0.0,159279.07,-159279.07,0.0,0.0,1.0,6,Severe Stress
C1006400660,8,0.0,208203.95,-208203.95,0.0,0.0,1.0,6,Severe Stress
C1006404644,7,0.0,160163.88,-160163.88,0.0,0.0,1.0,6,Severe Stress
C1006413212,11,0.0,284180.25,-284180.25,0.0,0.0,1.0,6,Severe Stress
C1006416890,8,0.0,267011.51,-267011.51,0.0,0.0,1.0,6,Severe Stress
C1006421204,9,0.0,228573.66,-228573.66,0.0,0.0,1.0,6,Severe Stress
C1006427813,18,0.0,566549.17,-566549.17,0.0,0.0,1.0,6,Severe Stress
C1006429865,11,0.0,262022.74,-262022.74,0.0,0.0,1.0,6,Severe Stress
C1006439479,18,0.0,241255.42,-241255.42,0.0,0.0,1.0,6,Severe Stress
C1006440377,22,0.0,303381.25,-303381.25,0.0,0.0,1.0,6,Severe Stress
C1006445456,7,0.0,2594801.07,-2594801.07,0.0,0.0,1.0,6,Severe Stress
C1006448051,18,0.0,313945.95,-313945.95,0.0,0.0,1.0,6,Severe Stress
C1006451166,7,0.0,587138.9,-587138.9,0.0,0.0,1.0,6,Severe Stress
C1006452713,12,0.0,650763.37,-650763.37,0.0,0.0,1.0,6,Severe Stress
C1006452903,8,0.0,152193.84,-152193.84,0.0,0.0,1.0,6,Severe Stress
C1006458385,9,0.0,312305.74,-312305.74,0.0,0.0,1.0,6,Severe Stress
C1006460119,9,0.0,364518.89,-364518.89,0.0,0.0,1.0,6,Severe Stress
C1006461684,5,0.0,184718.95,-184718.95,0.0,0.0,1.0,6,Severe Stress
C1006461964,11,0.0,1335322.84,-1335322.84,0.0,0.0,1.0,6,Severe Stress
C1006469987,1,0.0,113722.37,-113722.37,0.0,0.0,1.0,6,Severe Stress
C1006487181,7,0.0,591197.0,-591197.0,0.0,0.0,1.0,6,Severe Stress
C1006487327,6,0.0,387318.44,-387318.44,0.0,0.0,1.0,6,Severe Stress
C1006490032,1,0.0,1200878.49,-1200878.49,0.0,0.0,1.0,6,Severe Stress
C100649047,2,0.0,373507.54,-373507.54,0.0,0.0,1.0,6,Severe Stress
C1006494663,6,0.0,173856.5,-173856.5,0.0,0.0,1.0,6,Severe Stress
C100650079,8,0.0,782612.27,-782612.27,0.0,0.0,1.0,6,Severe Stress
C1006502969,6,0.0,335953.75,-335953.75,0.0,0.0,1.0,6,Severe Stress
C1006507348,7,0.0,918635.21,-918635.21,0.0,0.0,1.0,6,Severe Stress
C1006509311,9,0.0,22492.81,-22492.81,0.0,0.0,1.0,6,Severe Stress
C100651776,10,0.0,344270.44,-344270.44,0.0,0.0,1.0,6,Severe Stress
C1006523518,1,0.0,824095.73,-824095.73,0.0,0.0,1.0,6,Severe Stress
C1006523599,1,0.0,103423.4,-103423.4,0.0,0.0,1.0,6,Severe Stress
C1006525928,14,0.0,2795070.57,-2795070.57,0.0,0.0,1.0,6,Severe Stress
C1006526574,7,0.0,1551017.0,-1551017.0,0.0,0.0,1.0,6,Severe Stress
C1006538184,11,0.0,1892147.32,-1892147.32,0.0,0.0,1.0,6,Severe Stress
C1006538653,11,0.0,6686577.03,-6686577.03,0.0,0.0,1.0,6,Severe Stress
C1006548548,5,0.0,818737.01,-818737.01,0.0,0.0,1.0,6,Severe Stress
C1006549196,2,0.0,276905.43,-276905.43,0.0,0.0,1.0,6,Severe Stress
C1006556717,12,0.0,12175.19,-12175.19,0.0,0.0,1.0,6,Severe Stress
C1006558666,11,0.0,975119.52,-975119.52,0.0,0.0,1.0,6,Severe Stress
C1006561748,11,0.0,49608.49,-49608.49,0.0,0.0,1.0,6,Severe Stress
C1006562288,5,0.0,61270.27,-61270.27,0.0,0.0,1.0,6,Severe Stress
C1006562889,9,0.0,288969.38,-288969.38,0.0,0.0,1.0,6,Severe Stress
C1006563868,8,0.0,2276438.5,-2276438.5,0.0,0.0,1.0,6,Severe Stress
C1006564379,10,0.0,1061640.59,-1061640.59,0.0,0.0,1.0,6,Severe Stress
C1006571766,10,0.0,600250.5,-600250.5,0.0,0.0,1.0,6,Severe Stress
C100657936,13,0.0,540902.5,-540902.5,0.0,0.0,1.0,6,Severe Stress
C100657999,7,0.0,1241645.93,-1241645.93,0.0,0.0,1.0,6,Severe Stress
C1006583513,5,0.0,489167.19,-489167.19,0.0,0.0,1.0,6,Severe Stress
C1006585414,7,0.0,138906.04,-138906.04,0.0,0.0,1.0,6,Severe Stress
C100659335,11,0.0,328096.3,-328096.3,0.0,0.0,1.0,6,Severe Stress
C1006596032,7,0.0,372153.18,-372153.18,0.0,0.0,1.0,6,Severe Stress
C1006602357,4,0.0,143967.57,-143967.57,0.0,0.0,1.0,6,Severe Stress
C1006603973,5,0.0,331250.3,-331250.3,0.0,0.0,1.0,6,Severe Stress
C100660905,10,0.0,76606.49,-76606.49,0.0,0.0,1.0,6,Severe Stress
C1006610158,13,0.0,572915.63,-572915.63,0.0,0.0,1.0,6,Severe Stress
C1006613977,11,0.0,11863291.66,-11863291.66,0.0,0.0,1.0,6,Severe Stress
C1006616689,9,0.0,576343.51,-576343.51,0.0,0.0,1.0,6,Severe Stress
C1006617350,5,0.0,121044.76,-121044.76,0.0,0.0,1.0,6,Severe Stress
C1006620284,12,0.0,417365.1,-417365.1,0.0,0.0,1.0,6,Severe Stress
C1006621236,14,0.0,249935.87,-249935.87,0.0,0.0,1.0,6,Severe Stress
C1006621975,9,0.0,183253.62,-183253.62,0.0,0.0,1.0,6,Severe Stress
C1006629070,5,0.0,51739.62,-51739.62,0.0,0.0,1.0,6,Severe Stress
C1006636918,9,0.0,1302134.09,-1302134.09,0.0,0.0,1.0,6,Severe Stress
C1006637292,6,0.0,1119177.49,-1119177.49,0.0,0.0,1.0,6,Severe Stress
C100663850,14,0.0,523531.77,-523531.77,0.0,0.0,1.0,6,Severe Stress
C1006638756,7,0.0,465784.82,-465784.82,0.0,0.0,1.0,6,Severe Stress
C1006639408,7,0.0,205363.43,-205363.43,0.0,0.0,1.0,6,Severe Stress
C1006639408,20,0.0,17373.49,-17373.49,0.0,0.0,0.0,5,High Stress
C1006643893,5,0.0,73190.51,-73190.51,0.0,0.0,1.0,6,Severe Stress
C1006652708,12,0.0,168959.22,-168959.22,0.0,0.0,1.0,6,Severe Stress
C1006667975,5,0.0,711839.01,-711839.01,0.0,0.0,1.0,6,Severe Stress
C1006669325,7,0.0,1352369.56,-1352369.56,0.0,0.0,1.0,6,Severe Stress
C1006672114,6,0.0,650191.68,-650191.68,0.0,0.0,1.0,6,Severe Stress
C1006672648,11,0.0,449950.35,-449950.35,0.0,0.0,1.0,6,Severe Stress
C1006678871,6,0.0,400281.16,-400281.16,0.0,0.0,1.0,6,Severe Stress
C1006681458,11,0.0,253400.19,-253400.19,0.0,0.0,1.0,6,Severe Stress
C1006683173,11,0.0,11082388.08,-11082388.08,0.0,0.0,1.0,6,Severe Stress
C100668398,6,0.0,499655.0,-499655.0,0.0,0.0,1.0,6,Severe Stress
C1006687228,11,0.0,1178673.05,-1178673.05,0.0,0.0,1.0,6,Severe Stress
C1006701559,8,0.0,639146.6,-639146.6,0.0,0.0,1.0,6,Severe Stress
C1006702027,13,0.0,471204.29,-471204.29,0.0,0.0,1.0,6,Severe Stress
C1006702547,13,0.0,3102269.08,-3102269.08,0.0,0.0,1.0,6,Severe Stress
C1006703847,9,0.0,321012.79,-321012.79,0.0,0.0,1.0,6,Severe Stress
C1006704880,13,0.0,374935.33,-374935.33,0.0,0.0,1.0,6,Severe Stress
C1006707746,13,0.0,379314.3,-379314.3,0.0,0.0,1.0,6,Severe Stress
C1006712051,6,0.0,480187.15,-480187.15,0.0,0.0,1.0,6,Severe Stress
C1006716254,14,0.0,61198.79,-61198.79,0.0,0.0,1.0,6,Severe Stress
C1006720526,9,0.0,437608.53,-437608.53,0.0,0.0,1.0,6,Severe Stress
C1006731445,7,0.0,53743.78,-53743.78,0.0,0.0,1.0,6,Severe Stress
C1006734475,8,0.0,252188.51,-252188.51,0.0,0.0,1.0,6,Severe Stress
C1006736612,1,0.0,151239.87,-151239.87,0.0,0.0,1.0,6,Severe Stress
C1006736923,11,0.0,604553.97,-604553.97,0.0,0.0,1.0,6,Severe Stress
C1006741321,12,0.0,720678.48,-720678.48,0.0,0.0,1.0,6,Severe Stress
C1006742374,11,0.0,625672.6,-625672.6,0.0,0.0,1.0,6,Severe Stress
C1006757274,8,0.0,138505.86,-138505.86,0.0,0.0,1.0,6,Severe Stress
C1006772108,2,0.0,305611.32,-305611.32,0.0,0.0,1.0,6,Severe Stress
C1006775806,6,0.0,234990.65,-234990.65,0.0,0.0,1.0,6,Severe Stress
C1006777985,1,0.0,16442.86,-16442.86,0.0,0.0,1.0,6,Severe Stress
C1006778198,4,0.0,685179.99,-685179.99,0.0,0.0,1.0,6,Severe Stress
C1006781904,2,0.0,932172.49,-932172.49,0.0,0.0,1.0,6,Severe Stress
C1006784446,18,0.0,275266.56,-275266.56,0.0,0.0,1.0,6,Severe Stress
C1006790405,11,0.0,203022.33,-203022.33,0.0,0.0,1.0,6,Severe Stress
C100680440,19,0.0,167874.09,-167874.09,0.0,0.0,1.0,6,Severe Stress
C1006811579,14,0.0,1554630.37,-1554630.37,0.0,0.0,1.0,6,Severe Stress
C1006811924,10,0.0,295102.23,-295102.23,0.0,0.0,1.0,6,Severe Stress
C1006812290,11,0.0,937657.28,-937657.28,0.0,0.0,1.0,6,Severe Stress
C1006827097,8,0.0,678616.69,-678616.69,0.0,0.0,1.0,6,Severe Stress
C1006828798,2,0.0,304554.52,-304554.52,0.0,0.0,1.0,6,Severe Stress
C1006830035,14,0.0,1481482.09,-1481482.09,0.0,0.0,1.0,6,Severe Stress
