nameOrig,avg_stress,max_stress,stressed_months
C923770910,5.5,6,2
C924669084,5.5,6,2
C926176981,5.5,6,2
C928468482,5.5,6,2
C929742440,5.5,6,2
C930662652,5.5,6,2
C931667881,5.5,6,2
C931995876,5.5,6,2
C933847747,5.5,6,2
C936112871,5.5,6,2
C937820767,5.5,6,2
C939232871,5.5,6,2
C953657514,5.5,6,2
C954117254,5.5,6,2
C955114677,5.5,6,2
C956783513,5.5,6,2
C95818861,5.5,6,2
C958243544,5.5,6,2
C962663895,5.5,6,2
C963247902,5.5,6,2
C963511784,5.5,6,2
C96358703,5.5,6,2
C966754077,5.5,6,2
C972407129,5.5,6,2
C973796666,5.5,6,2
C974828816,5.5,6,2
C977496798,5.5,6,2
C978009734,5.5,6,2
C980237970,5.5,6,2
C980373287,5.5,6,2
C981997803,5.5,6,2
C988115907,5.5,6,2
C988468310,5.5,6,2
C98867646,5.5,6,2
C991436048,5.5,6,2
C993304462,5.5,6,2
C994253420,5.5,6,2
C99483815,5.5,6,2
C998023735,5.5,6,2
C1000005353,6.0,6,1
C1000005749,6.0,6,1
C1000008236,6.0,6,1
C1000009606,6.0,6,1
C1000010387,6.0,6,1
C1000024959,6.0,6,1
C100002734,6.0,6,1
C1000028645,6.0,6,1
C100003513,6.0,6,1
C1000036340,6.0,6,1
C1000040886,6.0,6,1
C1000042392,6.0,6,1
C1000044288,6.0,6,1
C1000046410,6.0,6,1
C1000051968,6.0,6,1
C1000053637,6.0,6,1
C1000054824,6.0,6,1
C1000060137,6.0,6,1
C1000063018,6.0,6,1
C1000063833,6.0,6,1
C1000072966,6.0,6,1
C1000074219,6.0,6,1
C1000077677,6.0,6,1
C1000079878,6.0,6,1
C1000080667,6.0,6,1
C1000084237,6.0,6,1
C1000094846,6.0,6,1
C1000097327,6.0,6,1
C1000099824,6.0,6,1
C1000100694,6.0,6,1
C1000101287,6.0,6,1
C1000101750,6.0,6,1
C1000104995,6.0,6,1
C1000106896,6.0,6,1
C1000109302,6.0,6,1
C1000109635,6.0,6,1
C1000112654,6.0,6,1
C1000112658,6.0,6,1
C1000114621,6.0,6,1
C1000117431,6.0,6,1
C1000117472,6.0,6,1
C1000117878,6.0,6,1
C1000118476,6.0,6,1
C1000122340,6.0,6,1
C1000123559,6.0,6,1
C1000124896,6.0,6,1
C1000125588,6.0,6,1
C1000126591,6.0,6,1
C1000127680,6.0,6,1
C1000129114,6.0,6,1
C1000130674,6.0,6,1
C1000136742,6.0,6,1
C1000138136,6.0,6,1
C1000139141,6.0,6,1
C1000141869,6.0,6,1
C1000150723,6.0,6,1
C1000154572,6.0,6,1
C1000155789,6.0,6,1
C1000162313,6.0,6,1
C1000165908,6.0,6,1
C1000171577,6.0,6,1
C1000177685,6.0,6,1
C1000182328,6.0,6,1
C1000182592,6.0,6,1
C1000186974,6.0,6,1
C1000194623,6.0,6,1
C1000197721,6.0,6,1
C1000202702,6.0,6,1
C1000203298,6.0,6,1
C1000206988,6.0,6,1
C1000208736,6.0,6,1
C1000211880,6.0,6,1
C1000219931,6.0,6,1
C1000220264,6.0,6,1
C1000221284,6.0,6,1
C1000231597,6.0,6,1
C1000233471,6.0,6,1
C1000236008,6.0,6,1
C1000236105,6.0,6,1
C1000242395,6.0,6,1
C1000245996,6.0,6,1
C100025747,6.0,6,1
C1000264823,6.0,6,1
C1000265553,6.0,6,1
C1000269574,6.0,6,1
C1000271071,6.0,6,1
C1000271682,6.0,6,1
C1000271888,6.0,6,1
C1000273828,6.0,6,1
C1000274707,6.0,6,1
C1000274779,6.0,6,1
C1000275001,6.0,6,1
C1000275910,6.0,6,1
C1000279637,6.0,6,1
C1000279760,6.0,6,1
C1000281771,6.0,6,1
C1000286542,6.0,6,1
C1000299467,6.0,6,1
C1000302283,6.0,6,1
C1000305042,6.0,6,1
C1000305974,6.0,6,1
C1000314665,6.0,6,1
C1000315367,6.0,6,1
C1000331499,6.0,6,1
C1000336463,6.0,6,1
C10003407,6.0,6,1
C1000341507,6.0,6,1
C1000343695,6.0,6,1
C1000344649,6.0,6,1
C1000349322,6.0,6,1
C1000353367,6.0,6,1
C1000356537,6.0,6,1
C1000359378,6.0,6,1
C1000373644,6.0,6,1
C1000375832,6.0,6,1
C1000377556,6.0,6,1
C1000385540,6.0,6,1
C1000392952,6.0,6,1
C1000395053,6.0,6,1
C1000397145,6.0,6,1
C1000405101,6.0,6,1
C1000410166,6.0,6,1
C1000411454,6.0,6,1
C1000423828,6.0,6,1
C1000428721,6.0,6,1
C1000428751,6.0,6,1
C1000429672,6.0,6,1
C1000429913,6.0,6,1
C1000430160,6.0,6,1
C1000446176,6.0,6,1
C1000454486,6.0,6,1
C1000455631,6.0,6,1
C1000461358,6.0,6,1
C1000462934,6.0,6,1
C100046310,6.0,6,1
C1000471237,6.0,6,1
C100047314,6.0,6,1
C1000475858,6.0,6,1
C1000478515,6.0,6,1
C100048459,6.0,6,1
C100048573,6.0,6,1
C1000495877,6.0,6,1
C1000498478,6.0,6,1
C100050160,6.0,6,1
C1000504018,6.0,6,1
C1000505851,6.0,6,1
C1000508390,6.0,6,1
C1000513158,6.0,6,1
C1000515054,6.0,6,1
C1000515350,6.0,6,1
C1000519087,6.0,6,1
C1000521648,6.0,6,1
C1000525698,6.0,6,1
C1000531211,6.0,6,1
C100053270,6.0,6,1
C1000534125,6.0,6,1
C1000536228,6.0,6,1
C1000542572,6.0,6,1
C1000543801,6.0,6,1
C1000544105,6.0,6,1
C1000545370,6.0,6,1
C1000553499,6.0,6,1
C1000555739,6.0,6,1
C1000571956,6.0,6,1
C1000572011,6.0,6,1
C1000577967,6.0,6,1
C1000580902,6.0,6,1
C1000582817,6.0,6,1
C1000586245,6.0,6,1
C1000587510,6.0,6,1
C1000592,6.0,6,1
C100059665,6.0,6,1
C1000599916,6.0,6,1
C1000608226,6.0,6,1
C1000610919,6.0,6,1
C100061165,6.0,6,1
C100061202,6.0,6,1
C100061273,6.0,6,1
C1000613175,6.0,6,1
C1000614189,6.0,6,1
C1000614415,6.0,6,1
C1000620414,6.0,6,1
C1000621190,6.0,6,1
C1000623662,6.0,6,1
C1000625193,6.0,6,1
C100062787,6.0,6,1
C1000629778,6.0,6,1
C1000631435,6.0,6,1
C1000637429,6.0,6,1
C1000639879,6.0,6,1
C1000646789,6.0,6,1
C1000648948,6.0,6,1
C1000651203,6.0,6,1
C1000651709,6.0,6,1
C1000661915,6.0,6,1
C1000664529,6.0,6,1
C1000665261,6.0,6,1
C1000666176,6.0,6,1
C1000669457,6.0,6,1
C1000674072,6.0,6,1
C1000682430,6.0,6,1
C1000688735,6.0,6,1
C100069073,6.0,6,1
C100069650,6.0,6,1
C1000698961,6.0,6,1
C1000699894,6.0,6,1
C1000704871,6.0,6,1
C100070741,6.0,6,1
C1000708094,6.0,6,1
C100070902,6.0,6,1
C1000712990,6.0,6,1
C1000715148,6.0,6,1
C1000719581,6.0,6,1
C100072019,6.0,6,1
C100072555,6.0,6,1
C1000726647,6.0,6,1
C1000737706,6.0,6,1
C1000738068,6.0,6,1
C1000740725,6.0,6,1
C1000741951,6.0,6,1
C1000746894,6.0,6,1
C1000750947,6.0,6,1
C1000755432,6.0,6,1
C1000759667,6.0,6,1
C1000765041,6.0,6,1
C1000766103,6.0,6,1
C1000769442,6.0,6,1
C1000784055,6.0,6,1
C1000790134,6.0,6,1
C100079183,6.0,6,1
C1000803797,6.0,6,1
C1000816873,6.0,6,1
C1000820773,6.0,6,1
C1000826637,6.0,6,1
C1000832583,6.0,6,1
C1000835226,6.0,6,1
C1000839468,6.0,6,1
C1000840209,6.0,6,1
C1000841029,6.0,6,1
C1000841906,6.0,6,1
C1000848227,6.0,6,1
C1000848726,6.0,6,1
C1000851449,6.0,6,1
C1000854454,6.0,6,1
C1000859685,6.0,6,1
C1000860890,6.0,6,1
C1000868540,6.0,6,1
C1000876957,6.0,6,1
C1000879006,6.0,6,1
C100088610,6.0,6,1
C1000887041,6.0,6,1
C1000887148,6.0,6,1
C1000889433,6.0,6,1
C1000894157,6.0,6,1
C100089510,6.0,6,1
C1000897457,6.0,6,1
C1000897557,6.0,6,1
C1000897951,6.0,6,1
C1000904504,6.0,6,1
C1000907043,6.0,6,1
C1000910220,6.0,6,1
C1000918374,6.0,6,1
C1000935865,6.0,6,1
C1000937208,6.0,6,1
C1000939734,6.0,6,1
C1000941003,6.0,6,1
C1000941066,6.0,6,1
C1000941384,6.0,6,1
C1000943068,6.0,6,1
C1000950216,6.0,6,1
C1000950988,6.0,6,1
C1000969183,6.0,6,1
C1000976239,6.0,6,1
C1000981075,6.0,6,1
C1000982192,6.0,6,1
C100098712,6.0,6,1
C100098777,6.0,6,1
C1000996599,6.0,6,1
C1001002782,6.0,6,1
C1001015651,6.0,6,1
C1001017850,6.0,6,1
C1001019441,6.0,6,1
C1001023926,6.0,6,1
C1001031275,6.0,6,1
C1001033659,6.0,6,1
C1001052959,6.0,6,1
C1001056436,6.0,6,1
C1001061356,6.0,6,1
C1001061467,6.0,6,1
C1001065673,6.0,6,1
C1001070202,6.0,6,1
C1001071018,6.0,6,1
C1001075805,6.0,6,1
C1001077522,6.0,6,1
C1001088736,6.0,6,1
C1001088900,6.0,6,1
C1001092043,6.0,6,1
C1001107179,6.0,6,1
C1001107989,6.0,6,1
C1001112875,6.0,6,1
C1001113728,6.0,6,1
C1001116425,6.0,6,1
C1001124614,6.0,6,1
C1001124945,6.0,6,1
C1001154732,6.0,6,1
C1001161622,6.0,6,1
C1001172298,6.0,6,1
C100118505,6.0,6,1
C1001186692,6.0,6,1
C1001186885,6.0,6,1
C1001187098,6.0,6,1
C1001192486,6.0,6,1
C1001192711,6.0,6,1
C1001196167,6.0,6,1
C1001201023,6.0,6,1
C1001205700,6.0,6,1
C1001212429,6.0,6,1
C1001220133,6.0,6,1
C1001227463,6.0,6,1
C1001231428,6.0,6,1
C1001232252,6.0,6,1
C1001232890,6.0,6,1
C1001234272,6.0,6,1
C1001236621,6.0,6,1
C1001241510,6.0,6,1
C1001244222,6.0,6,1
C100124444,6.0,6,1
C1001250091,6.0,6,1
C1001251177,6.0,6,1
C100125479,6.0,6,1
C1001255620,6.0,6,1
C100126112,6.0,6,1
C1001264928,6.0,6,1
C100126557,6.0,6,1
C1001266679,6.0,6,1
C1001276165,6.0,6,1
C1001279039,6.0,6,1
C1001283452,6.0,6,1
C1001285875,6.0,6,1
C1001287454,6.0,6,1
C1001290444,6.0,6,1
C1001304973,6.0,6,1
C1001309675,6.0,6,1
C1001310277,6.0,6,1
C1001313431,6.0,6,1
C100132264,6.0,6,1
C1001328909,6.0,6,1
C1001330986,6.0,6,1
C1001333154,6.0,6,1
C1001335029,6.0,6,1
C1001336140,6.0,6,1
C1001337721,6.0,6,1
C1001347353,6.0,6,1
C1001356437,6.0,6,1
C1001363178,6.0,6,1
C1001368590,6.0,6,1
C1001369865,6.0,6,1
C1001371247,6.0,6,1
C1001375213,6.0,6,1
C1001380478,6.0,6,1
C1001389580,6.0,6,1
C1001391745,6.0,6,1
C1001392538,6.0,6,1
C1001393733,6.0,6,1
C1001395031,6.0,6,1
C1001395396,6.0,6,1
C1001396039,6.0,6,1
C1001397487,6.0,6,1
C1001400131,6.0,6,1
C1001415350,6.0,6,1
C1001416194,6.0,6,1
C1001416234,6.0,6,1
C100141738,6.0,6,1
C100141875,6.0,6,1
C1001424445,6.0,6,1
C1001427297,6.0,6,1
C1001430749,6.0,6,1
C1001431086,6.0,6,1
C1001431410,6.0,6,1
C1001433273,6.0,6,1
C1001435642,6.0,6,1
C1001437410,6.0,6,1
C1001440947,6.0,6,1
C1001444586,6.0,6,1
C1001446386,6.0,6,1
C1001453403,6.0,6,1
C1001457052,6.0,6,1
C1001471487,6.0,6,1
C1001472236,6.0,6,1
C1001473856,6.0,6,1
C1001474009,6.0,6,1
C1001475532,6.0,6,1
C1001476473,6.0,6,1
C1001476563,6.0,6,1
C1001477848,6.0,6,1
C1001488228,6.0,6,1
C1001491982,6.0,6,1
C1001495256,6.0,6,1
C1001502110,6.0,6,1
C1001505601,6.0,6,1
C1001506292,6.0,6,1
C1001509306,6.0,6,1
C100150965,6.0,6,1
C1001510057,6.0,6,1
C1001511072,6.0,6,1
C10015111,6.0,6,1
C1001516262,6.0,6,1
C1001540886,6.0,6,1
C1001542812,6.0,6,1
C1001543045,6.0,6,1
C1001547388,6.0,6,1
C1001550423,6.0,6,1
C1001550436,6.0,6,1
C100155321,6.0,6,1
C1001555755,6.0,6,1
C1001558686,6.0,6,1
C1001563086,6.0,6,1
C1001563478,6.0,6,1
C1001566919,6.0,6,1
C1001569784,6.0,6,1
C1001575774,6.0,6,1
C1001580637,6.0,6,1
C1001580639,6.0,6,1
C1001582955,6.0,6,1
C100158332,6.0,6,1
C1001583719,6.0,6,1
C1001585034,6.0,6,1
C1001592907,6.0,6,1
C1001593856,6.0,6,1
C1001594023,6.0,6,1
C1001595798,6.0,6,1
C1001600073,6.0,6,1
C1001604342,6.0,6,1
C1001606218,6.0,6,1
C1001608264,6.0,6,1
C1001615497,6.0,6,1
C1001615851,6.0,6,1
C1001621660,6.0,6,1
C1001622788,6.0,6,1
C1001623614,6.0,6,1
C1001631218,6.0,6,1
C1001631405,6.0,6,1
C1001631647,6.0,6,1
C1001647229,6.0,6,1
C1001650678,6.0,6,1
C1001654331,6.0,6,1
C1001654994,6.0,6,1
C1001661853,6.0,6,1
C1001663670,6.0,6,1
C1001665654,6.0,6,1
C1001670536,6.0,6,1
C1001670760,6.0,6,1
C1001671854,6.0,6,1
C1001672646,6.0,6,1
C100167904,6.0,6,1
C1001682312,6.0,6,1
C1001683833,6.0,6,1
C1001691222,6.0,6,1
C1001693565,6.0,6,1
C1001695312,6.0,6,1
C1001704228,6.0,6,1
C1001704683,6.0,6,1
C1001705366,6.0,6,1
C1001705827,6.0,6,1
C1001711468,6.0,6,1
C1001714342,6.0,6,1
C1001720531,6.0,6,1
C1001727148,6.0,6,1
C1001732791,6.0,6,1
C1001740923,6.0,6,1
C1001741459,6.0,6,1
C1001742979,6.0,6,1
C1001747450,6.0,6,1
C1001754119,6.0,6,1
C100175849,6.0,6,1
C1001760919,6.0,6,1
C1001763016,6.0,6,1
C100176611,6.0,6,1
C1001766446,6.0,6,1
C100176692,6.0,6,1
C1001768873,6.0,6,1
C1001770428,6.0,6,1
C1001771495,6.0,6,1
C1001771748,6.0,6,1
C1001774078,6.0,6,1
C1001778584,6.0,6,1
C1001783942,6.0,6,1
C1001791426,6.0,6,1
C1001799331,6.0,6,1
C1001808176,6.0,6,1
C1001812403,6.0,6,1
C1001813156,6.0,6,1
C1001815631,6.0,6,1
C1001822535,6.0,6,1
C100182309,6.0,6,1
C100182633,6.0,6,1
C1001832064,6.0,6,1
C1001832930,6.0,6,1
C1001837552,6.0,6,1
C1001842199,6.0,6,1
C1001845719,6.0,6,1
C1001846601,6.0,6,1
C1001847739,6.0,6,1
C1001848209,6.0,6,1
C100185377,6.0,6,1
C1001859399,6.0,6,1
C1001867853,6.0,6,1
C1001872167,6.0,6,1
C1001873779,6.0,6,1
C1001875185,6.0,6,1
C1001887173,6.0,6,1
C1001890063,6.0,6,1
C1001890523,6.0,6,1
C1001895110,6.0,6,1
C1001901682,6.0,6,1
C100190218,6.0,6,1
C1001906206,6.0,6,1
C1001921165,6.0,6,1
C1001926305,6.0,6,1
C1001927774,6.0,6,1
C1001929660,6.0,6,1
C100193137,6.0,6,1
C1001943004,6.0,6,1
C1001944023,6.0,6,1
C1001944479,6.0,6,1
C1001947651,6.0,6,1
C1001951600,6.0,6,1
C1001959369,6.0,6,1
C1001961923,6.0,6,1
C1001967070,6.0,6,1
C1001975334,6.0,6,1
C1001978076,6.0,6,1
C100197941,6.0,6,1
C1001979790,6.0,6,1
C1001980970,6.0,6,1
C1001983120,6.0,6,1
C1001986271,6.0,6,1
C1001987913,6.0,6,1
C1001992143,6.0,6,1
C1001998610,6.0,6,1
C1001999511,6.0,6,1
C1002003197,6.0,6,1
C1002004721,6.0,6,1
C100200816,6.0,6,1
C1002018655,6.0,6,1
C1002019305,6.0,6,1
C1002022804,6.0,6,1
C1002026381,6.0,6,1
C1002027935,6.0,6,1
C1002028097,6.0,6,1
C1002030887,6.0,6,1
C1002033698,6.0,6,1
C1002034018,6.0,6,1
C1002039797,6.0,6,1
C1002041919,6.0,6,1
C1002043486,6.0,6,1
C1002043823,6.0,6,1
C1002048214,6.0,6,1
C1002054686,6.0,6,1
C1002055980,6.0,6,1
C1002061774,6.0,6,1
C1002063806,6.0,6,1
C100206480,6.0,6,1
C1002066675,6.0,6,1
C10020677,6.0,6,1
C1002074602,6.0,6,1
C1002074691,6.0,6,1
C1002074815,6.0,6,1
C1002075980,6.0,6,1
C1002076367,6.0,6,1
C1002076506,6.0,6,1
C1002082413,6.0,6,1
C1002083932,6.0,6,1
C1002084560,6.0,6,1
C1002102463,6.0,6,1
C1002103762,6.0,6,1
C1002116493,6.0,6,1
C1002117743,6.0,6,1
C1002124195,6.0,6,1
C1002124422,6.0,6,1
C1002126302,6.0,6,1
C1002127147,6.0,6,1
C1002136116,6.0,6,1
C1002144941,6.0,6,1
C1002145147,6.0,6,1
C1002149824,6.0,6,1
C1002154359,6.0,6,1
C100215511,6.0,6,1
C1002161441,6.0,6,1
C1002162231,6.0,6,1
C1002164507,6.0,6,1
C100216940,6.0,6,1
C1002173774,6.0,6,1
C1002174268,6.0,6,1
C100218062,6.0,6,1
C1002185567,6.0,6,1
C1002190811,6.0,6,1
C1002192268,6.0,6,1
C1002197380,6.0,6,1
C1002203319,6.0,6,1
C1002206662,6.0,6,1
C100221622,6.0,6,1
C1002216246,6.0,6,1
C1002219854,6.0,6,1
C1002221728,6.0,6,1
C1002235988,6.0,6,1
C1002237858,6.0,6,1
C1002240262,6.0,6,1
C1002241098,6.0,6,1
C1002249448,6.0,6,1
C100226037,6.0,6,1
C1002261029,6.0,6,1
C1002261243,6.0,6,1
C1002266306,6.0,6,1
C1002268430,6.0,6,1
C1002272093,6.0,6,1
C1002275489,6.0,6,1
C1002275807,6.0,6,1
C100227798,6.0,6,1
C1002278690,6.0,6,1
C1002289081,6.0,6,1
C1002290745,6.0,6,1
C1002292761,6.0,6,1
C1002295179,6.0,6,1
C1002296543,6.0,6,1
C1002306523,6.0,6,1
C1002309640,6.0,6,1
C1002312545,6.0,6,1
C1002312670,6.0,6,1
C1002316922,6.0,6,1
C1002320144,6.0,6,1
C100232301,6.0,6,1
C1002324615,6.0,6,1
C1002328299,6.0,6,1
C1002334136,6.0,6,1
C10023385,6.0,6,1
C1002339124,6.0,6,1
C1002350268,6.0,6,1
C1002356925,6.0,6,1
C1002357901,6.0,6,1
C1002364305,6.0,6,1
C1002365620,6.0,6,1
C1002370930,6.0,6,1
C1002372209,6.0,6,1
C1002376231,6.0,6,1
C1002380438,6.0,6,1
C1002388885,6.0,6,1
C1002389455,6.0,6,1
C1002411181,6.0,6,1
C1002413066,6.0,6,1
C1002413101,6.0,6,1
C10024144,6.0,6,1
C100241578,6.0,6,1
C1002416708,6.0,6,1
C1002417864,6.0,6,1
C1002417907,6.0,6,1
C1002427544,6.0,6,1
C1002428465,6.0,6,1
C1002431096,6.0,6,1
C1002432017,6.0,6,1
C1002432674,6.0,6,1
C100243359,6.0,6,1
C100244282,6.0,6,1
C1002452840,6.0,6,1
C1002455521,6.0,6,1
C1002458126,6.0,6,1
C1002466235,6.0,6,1
C1002469884,6.0,6,1
C1002471857,6.0,6,1
C1002472149,6.0,6,1
C1002473549,6.0,6,1
C100247694,6.0,6,1
C1002483990,6.0,6,1
C100248635,6.0,6,1
C1002493275,6.0,6,1
C1002494241,6.0,6,1
C1002496627,6.0,6,1
C1002499462,6.0,6,1
C1002499497,6.0,6,1
C1002500450,6.0,6,1
C1002502773,6.0,6,1
C1002504934,6.0,6,1
C1002511038,6.0,6,1
C1002517647,6.0,6,1
C100251873,6.0,6,1
C1002522273,6.0,6,1
C1002526519,6.0,6,1
C100252982,6.0,6,1
C1002533164,6.0,6,1
C1002557063,6.0,6,1
C1002557298,6.0,6,1
C1002557543,6.0,6,1
C1002557565,6.0,6,1
C1002561963,6.0,6,1
C1002579750,6.0,6,1
C1002580756,6.0,6,1
C1002586827,6.0,6,1
C1002593683,6.0,6,1
C1002595788,6.0,6,1
C1002596171,6.0,6,1
C1002599611,6.0,6,1
C1002604886,6.0,6,1
C1002616701,6.0,6,1
C1002623095,6.0,6,1
C100262405,6.0,6,1
C1002624074,6.0,6,1
C1002629907,6.0,6,1
C10026300,6.0,6,1
C1002633008,6.0,6,1
C1002638477,6.0,6,1
C1002641311,6.0,6,1
C1002644706,6.0,6,1
C1002644838,6.0,6,1
C1002646936,6.0,6,1
C1002648217,6.0,6,1
C1002656434,6.0,6,1
C1002657271,6.0,6,1
C1002664900,6.0,6,1
C1002671829,6.0,6,1
C1002685317,6.0,6,1
C1002688094,6.0,6,1
C1002698041,6.0,6,1
C1002701729,6.0,6,1
C1002701916,6.0,6,1
C1002704234,6.0,6,1
C1002705280,6.0,6,1
C1002708978,6.0,6,1
C1002709829,6.0,6,1
C1002710699,6.0,6,1
C1002712379,6.0,6,1
C1002716109,6.0,6,1
C1002724418,6.0,6,1
C1002729458,6.0,6,1
C1002731758,6.0,6,1
C1002736044,6.0,6,1
C100273981,6.0,6,1
C1002741541,6.0,6,1
C1002750213,6.0,6,1
C1002751784,6.0,6,1
C1002756339,6.0,6,1
C1002759370,6.0,6,1
C100276599,6.0,6,1
C1002769347,6.0,6,1
C1002771960,6.0,6,1
C1002773452,6.0,6,1
C1002773880,6.0,6,1
C1002785336,6.0,6,1
C100278904,6.0,6,1
C1002792104,6.0,6,1
C1002795777,6.0,6,1
C1002799127,6.0,6,1
C1002804045,6.0,6,1
C100280556,6.0,6,1
C100280602,6.0,6,1
C1002807758,6.0,6,1
C1002813628,6.0,6,1
C1002818859,6.0,6,1
C1002819737,6.0,6,1
C1002821172,6.0,6,1
C1002822177,6.0,6,1
C1002822661,6.0,6,1
C1002824658,6.0,6,1
C1002830683,6.0,6,1
C1002834462,6.0,6,1
C1002836491,6.0,6,1
C100284417,6.0,6,1
C1002848481,6.0,6,1
C1002859898,6.0,6,1
C1002868767,6.0,6,1
C1002874326,6.0,6,1
C1002875850,6.0,6,1
C1002877354,6.0,6,1
C1002878542,6.0,6,1
C1002879626,6.0,6,1
C100288067,6.0,6,1
C1002883921,6.0,6,1
C1002884019,6.0,6,1
C1002886328,6.0,6,1
C1002889789,6.0,6,1
C1002895272,6.0,6,1
C1002895291,6.0,6,1
C1002896599,6.0,6,1
C1002901851,6.0,6,1
C1002903217,6.0,6,1
C1002905548,6.0,6,1
C1002906990,6.0,6,1
C1002913502,6.0,6,1
C1002915776,6.0,6,1
C1002923958,6.0,6,1
C1002925765,6.0,6,1
C1002935826,6.0,6,1
C1002937659,6.0,6,1
C1002943436,6.0,6,1
C1002958750,6.0,6,1
C100296061,6.0,6,1
C1002969435,6.0,6,1
C1002972395,6.0,6,1
C1002981104,6.0,6,1
C1002981166,6.0,6,1
C1002982884,6.0,6,1
C1002986989,6.0,6,1
C1002989708,6.0,6,1
C1002993224,6.0,6,1
C1002993331,6.0,6,1
C1003013788,6.0,6,1
C100301497,6.0,6,1
C1003015360,6.0,6,1
C1003016589,6.0,6,1
C1003018656,6.0,6,1
C1003021828,6.0,6,1
C1003024596,6.0,6,1
C1003025302,6.0,6,1
C1003029500,6.0,6,1
C1003032702,6.0,6,1
C1003041577,6.0,6,1
C1003042850,6.0,6,1
C1003045664,6.0,6,1
C1003047255,6.0,6,1
C1003058651,6.0,6,1
C1003060442,6.0,6,1
C1003070954,6.0,6,1
C1003078801,6.0,6,1
C1003080882,6.0,6,1
C1003083161,6.0,6,1
C1003090617,6.0,6,1
C1003096845,6.0,6,1
C1003098058,6.0,6,1
C1003104103,6.0,6,1
C1003109869,6.0,6,1
C1003110157,6.0,6,1
C1003122826,6.0,6,1
C100312489,6.0,6,1
C1003125669,6.0,6,1
C1003125889,6.0,6,1
C100312629,6.0,6,1
C1003135043,6.0,6,1
C1003144671,6.0,6,1
C1003147012,6.0,6,1
C10031516,6.0,6,1
C1003152647,6.0,6,1
C1003165928,6.0,6,1
C100316886,6.0,6,1
C1003171039,6.0,6,1
C1003171273,6.0,6,1
C1003172060,6.0,6,1
C1003174648,6.0,6,1
C1003180171,6.0,6,1
C1003185765,6.0,6,1
C1003187158,6.0,6,1
C1003193836,6.0,6,1
C1003199180,6.0,6,1
C1003209187,6.0,6,1
C1003209289,6.0,6,1
C1003209305,6.0,6,1
C1003211600,6.0,6,1
C1003214454,6.0,6,1
C1003214557,6.0,6,1
C1003217031,6.0,6,1
C1003222803,6.0,6,1
C1003224213,6.0,6,1
C1003226172,6.0,6,1
C1003227031,6.0,6,1
C1003229836,6.0,6,1
C1003240711,6.0,6,1
C1003246775,6.0,6,1
C1003246826,6.0,6,1
C1003247842,6.0,6,1
C1003252856,6.0,6,1
C1003259971,6.0,6,1
C1003264687,6.0,6,1
C100327945,6.0,6,1
C1003279469,6.0,6,1
C1003280529,6.0,6,1
C1003285356,6.0,6,1
C1003289060,6.0,6,1
C1003289342,6.0,6,1
C1003290495,6.0,6,1
C1003292340,6.0,6,1
C10032962,6.0,6,1
C1003299528,6.0,6,1
C100330850,6.0,6,1
C1003312873,6.0,6,1
C1003322850,6.0,6,1
C1003334390,6.0,6,1
C1003338062,6.0,6,1
C100334337,6.0,6,1
C1003353909,6.0,6,1
C1003354216,6.0,6,1
C1003355777,6.0,6,1
C1003357751,6.0,6,1
C1003367689,6.0,6,1
C1003371944,6.0,6,1
C1003380099,6.0,6,1
C1003384936,6.0,6,1
C100338763,6.0,6,1
C1003392078,6.0,6,1
C1003392322,6.0,6,1
C1003400779,6.0,6,1
C1003402574,6.0,6,1
C100340490,6.0,6,1
C1003407742,6.0,6,1
C1003411937,6.0,6,1
C1003415775,6.0,6,1
C1003417031,6.0,6,1
C1003417437,6.0,6,1
C1003419654,6.0,6,1
C1003420936,6.0,6,1
C1003422978,6.0,6,1
C1003428223,6.0,6,1
C1003431692,6.0,6,1
C1003435227,6.0,6,1
C100343799,6.0,6,1
C100344141,6.0,6,1
C1003443508,6.0,6,1
C1003447086,6.0,6,1
C1003448310,6.0,6,1
C1003452685,6.0,6,1
C1003456135,6.0,6,1
C1003473612,6.0,6,1
C1003477271,6.0,6,1
C1003492162,6.0,6,1
C1003492758,6.0,6,1
C1003496324,6.0,6,1
C1003498503,6.0,6,1
C1003507155,6.0,6,1
C1003517488,6.0,6,1
C1003523518,6.0,6,1
C1003525214,6.0,6,1
C1003525756,6.0,6,1
C1003526443,6.0,6,1
C1003527797,6.0,6,1
C1003530551,6.0,6,1
C1003540261,6.0,6,1
C1003541740,6.0,6,1
C1003542547,6.0,6,1
C1003547006,6.0,6,1
C1003551635,6.0,6,1
C1003556919,6.0,6,1
C1003563164,6.0,6,1
C1003569629,6.0,6,1
C100357078,6.0,6,1
C100357106,6.0,6,1
C1003577761,6.0,6,1
C1003578070,6.0,6,1
C1003578492,6.0,6,1
C1003580418,6.0,6,1
C1003580879,6.0,6,1
C1003584183,6.0,6,1
C1003586502,6.0,6,1
C1003587074,6.0,6,1
C1003604956,6.0,6,1
C1003607,6.0,6,1
C1003608324,6.0,6,1
C1003609135,6.0,6,1
C1003616118,6.0,6,1
C1003618942,6.0,6,1
C1003624922,6.0,6,1
C1003625387,6.0,6,1
C1003630099,6.0,6,1
C1003631800,6.0,6,1
C1003636300,6.0,6,1
C1003636872,6.0,6,1
C1003653085,6.0,6,1
C100365404,6.0,6,1
C1003659803,6.0,6,1
C100367067,6.0,6,1
C1003671428,6.0,6,1
C1003673125,6.0,6,1
C1003678015,6.0,6,1
